1,2356.89113249,1.28329189448
2,2357.22449757,1.71460557587
3,2357.55786265,1.95712937905
4,2357.89122774,1.9841597636
5,2358.22459282,1.7927204981
6,2358.5579579,1.40389036364
7,2358.89132298,0.860482234976
8,2359.22468807,0.222329088189
9,2359.55805315,-0.440304021848
10,2359.89141823,-1.05445662778
11,2360.22478331,-1.55250629951
12,2360.5581484,-1.87961433933
13,2360.89151348,-1.99976390005
14,2361.22487856,-1.89972568787
15,2361.55824364,-1.59051459867
16,2361.89160872,-1.10617690214
17,2362.22497381,-0.500041513141
18,2362.55833889,0.161151889027
19,2362.89170397,0.804601358753
20,2363.22506905,1.35945867955
21,2363.55843414,1.76463024044
22,2363.89179922,1.97550386314
23,2364.2251643,1.96886091002
24,2364.55852938,1.74543281594
25,2364.89189447,1.32982055229
26,2365.22525955,0.76778589058
27,2365.55862463,0.121212716447
28,2365.89198971,-0.538706812263
29,2366.2253548,-1.13931101218
30,2366.55871988,-1.61446922599
31,2366.89208496,-1.9118632631
32,2367.22545004,-1.99874799258
33,2367.55881513,-1.86555680757
34,2367.89218021,-1.52695497449
35,2368.22554529,-1.02022488629
36,3126.96447281,-1.76371053015
37,3127.29783789,-1.97519829924
38,3127.63120297,-1.9692031372
39,3127.96456805,-1.74638515264
40,3128.29793314,-1.33127813966
41,3128.63129822,-0.769588238235
42,3128.9646633,-0.123161373496
43,3129.29802838,0.536826406378
44,3129.63139347,1.13770590309
45,3129.96475855,1.61331614726
46,3130.29812363,1.91128917663
47,3130.63148871,1.99881610925
48,3130.9648538,1.86625962726
49,3131.29821888,1.52821511192
50,3131.63158396,1.02190359165
51,3131.96494904,0.403073450575
52,3132.29831413,-0.260137852394
53,3132.63167921,-0.894706186877
54,3132.96504429,-1.43076121052
55,3133.29840937,-1.80927957471
56,3133.63177445,-1.98858380162
57,3133.96513954,-1.94893126143
58,3134.29850462,-1.6946879718
59,3134.6318697,-1.25384786929
60,3134.96523478,-0.674950484161
61,3135.29859987,-0.0217364039879
62,3135.63196495,0.63387100391
63,3135.96533003,1.21968485035
64,3136.29869511,1.67120299776
65,3136.6320602,1.93871018961
66,3136.96542528,1.9927520424
67,3137.29879036,1.82737817608
68,3137.63215544,1.46079739187
69,3137.96552053,0.933372757854
70,3138.29888561,0.303177357329
71,3313.64891894,1.33572113579
72,3313.98228403,0.775087296915
73,3314.31564911,0.129111010505
74,3314.64901419,-0.531081287035
75,3314.98237927,-1.13279787861
